Base	Ortho	HumanVoice	MinGenVoice	PredictedVoice	Derivative	Prob	id_voice_s1	id_voice_root	id_voice_affix	no_long_v_f	no_long_v	Average
peɪθ	payth	4.77777777778	3.65552804658	4.22774423777	peɪðz	0.462042627038	0.170720164204	0.304436531009	0.0	0.0	0.392	0.433578347607
wəɹif	wureef	5.47058823529	3.6353140869	4.22774423777	wəɹifs	0.537957372962	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
wəɹif	wureef	5.47058823529	3.6353140869	4.22774423777	wəɹivz	0.462042627038	0.170720164204	0.304436531009	0.0	0.0	0.392	0.433578347607
ʧɪdəf	chiddif	3.9	2.84311924075	4.65323837211	ʧɪdəfs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
ʧɪdəf	chiddif	3.9	2.84311924075	4.65323837211	ʧɪdəvz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
nəʃɪf	neshif	5.68421052632	2.84950423632	4.65323837211	nəʃɪfs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
nəʃɪf	neshif	5.68421052632	2.84950423632	4.65323837211	nəʃɪvz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
kəzɪnf	kezinf	3.35714285714	4.1551525957	4.65323837211	kəzɪnfs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
kəzɪnf	kezinf	3.35714285714	4.1551525957	4.65323837211	kəzɪnvz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
wibəf	weebif	4.0	2.84311924075	4.25437631313	wibəfs	0.542396052188	0.0	0.0	0.195563468991	0.0	0.392	0.293781734495
wibəf	weebif	4.0	2.84311924075	4.25437631313	wibəvz	0.457603947812	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
ɹədif	rideef	4.92857142857	3.6353140869	4.10064350511	ɹədifs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
ɹədif	rideef	4.92857142857	3.6353140869	4.10064350511	ɹədivz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
rɪlkəf	rilkuf	3.75	2.84311924075	4.65323837211	rɪlkəfs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
rɪlkəf	rilkuf	3.75	2.84311924075	4.65323837211	rɪlkəvz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
dif	deef	5.375	3.6353140869	4.22774423777	difs	0.537957372962	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
dif	deef	5.375	3.6353140869	4.22774423777	divz	0.462042627038	0.170720164204	0.304436531009	0.0	0.0	0.392	0.433578347607
nɪf	niff	3.76470588235	2.84950423632	5.2505657701	nɪfs	0.708427628349	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
nɪf	niff	3.76470588235	2.84950423632	5.2505657701	nɪvz	0.291572371651	0.170720164204	0.304436531009	0.0	0.0	0.0	0.237578347607
ʃɪlf	shilf	4.59090909091	4.66576772882	5.2505657701	ʃɪlfs	0.708427628349	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
ʃɪlf	shilf	4.59090909091	4.66576772882	5.2505657701	ʃɪlvz	0.291572371651	0.170720164204	0.304436531009	0.0	0.0	0.0	0.237578347607
glif	gleef	5.36363636364	3.6353140869	4.22774423777	glifs	0.537957372962	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
glif	gleef	5.36363636364	3.6353140869	4.22774423777	glivz	0.462042627038	0.170720164204	0.304436531009	0.0	0.0	0.392	0.433578347607
pidəf	piedif	4.84210526316	2.84311924075	4.25437631313	pidəfs	0.542396052188	0.0	0.0	0.195563468991	0.0	0.392	0.293781734495
pidəf	piedif	4.84210526316	2.84311924075	4.25437631313	pidəvz	0.457603947812	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
dwiθ	dweeth	4.69230769231	3.71499773772	4.22774423777	dwiθs	0.537957372962	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
dwiθ	dweeth	4.69230769231	3.71499773772	4.22774423777	dwiðz	0.462042627038	0.170720164204	0.304436531009	0.0	0.0	0.392	0.433578347607
sɪltəθ	siltith	4.4	3.37825202937	4.65323837211	sɪltəθs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
sɪltəθ	siltith	4.4	3.37825202937	4.65323837211	sɪltəðz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
həɹiθ	hareeth	4.4	3.71499773772	4.22774423777	həɹiθs	0.537957372962	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
həɹiθ	hareeth	4.4	3.71499773772	4.22774423777	həɹiðz	0.462042627038	0.170720164204	0.304436531009	0.0	0.0	0.392	0.433578347607
lisəθ	leeseth	3.7	3.37825202937	4.20433545911	lisəθs	0.534055909852	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
lisəθ	leeseth	3.7	3.37825202937	4.20433545911	lisəðz	0.465944090148	0.0	0.304436531009	0.0	0.157222972552	0.392	0.426829751781
bɪlθ	bilth	3.66666666667	2.94280762149	5.2505657701	bɪlθs	0.708427628349	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
